"من الجزائر 
حسن شكوش 
Number one",positive
Robbie Williams ل Love Supreme  أغنية جميلة و لكن فيها إستيحاء من أغنية,positive
احلي اعلان عملتو شركه we,positive
يايا عمره ما خسر sudden death يجماعة 😂💜,positive
احلي ممثلين my love بزات تامر حسني و النادي الاهلي😉😉😍😍😚😚😘😘😙😙😎😎,positive
"ممكن مراجعة لفيلم the legend of 1900 
شكرا جدا ليك",positive
هي دي طنط اللي بتحب bts 😭؟,neutral
تخيل فى 1.292 dislike !!؟,neutral
احلي اغنيه في 2018 جامد جدا    !   oh  my  Good,positive
هشام جمال ده شخصية fake,negative
أنا مستغرب جداً الناس اللي عاملة Dislike ، هو إيه اللي مش حلو ف الغنوة ؟!,neutral
بتشوف الشاشة الكبيرة اللي قدامها وبتبص على شكلها أو على الصندوق علشان تعرف أماكن الحاجات 😅 الا اذا هما مش جايبين الصندوق جايبين شكلها بس يعني عاملين zoom فا ساعتها غالبا بتبص على شكلها,neutral
"اخخخخ الاغنية جميلة و كلماتها اجمل و تمورة اجمل من احلى اعلانات رمضان... اتأثرت لما تامر اتصل على مصطفى هريدي😭
It's a beautiful and purposeful song 💘
Keep going tamer and nancy 😭❤️",positive
رااااائعة bravoooooo,positive
المطربة.  شرين بتقول جمله فيها كلمه فودافون vodafone.بس هي بتقول فودافو vodafon و ما بتنطقش NE,neutral
Welcome back princess. ما شالله عليكي💃🏽💃🏽💃🏽💃🏽🙋‍♀️👍❤️❤️,positive
"اخوكم من سوريا عندي قناة جديدة للقران الكريم ممكن اشتراك و الله يجزيكم الخير يا رب 💙

هادا باب رزقي الوحيد 💔🤕

Your brother from Syria, I have a new channel for the Holy Quran. You can subscribe and may God reward you with good, O Lord

 This is my only livelihood💔🤕",neutral
"Tamer Ashour my love I adore you😍😍😍

كانت أغنية تسلم أول أغنية اسمعهالك واحبك منها
Tamer Ashour my love 😍😍😍♡♡♡☆",positive
والله نحبكم يالمصريين SA💚💞 EG,positive
ازاى فيه ناس بتعمل dislike,neutral
ستينج هذا مصارع في wwe,neutral
محمد رمضان الممثل الوحيد اللي عمل zoom على الخرا في مصر,negative
"انتظار طويل ليوسف الشريف بس شكله يستاهل  
The End",positive
مييين هنا شايف ان ال makeup بتاع مايان وحش,negative
انسلاخ كامل عن اصولنا العربية...اصبحنا مسخ...true idenitity crisis,negative
"MO REVIEWS \ تريلر رياكشن رد فعلي على مسلسل ""عمر و دياب"" https://youtu.be/Nij_y0UAN_E
بالله عليكم شوفوهاا عشان خاطري !!",neutral
اي ده هي بتقول مش كنا شغلنا bts ولا انا سمعت غلط  في ارمي هنا,neutral
اعملولي subscribe,neutral
"بغني english بطلب مممممنكم  تنوروني بعد اذنكم -- ااادخلوا و تسمعوااا */و تدعموني ارجووك  ووو ((في ااغنية جديدة كمان يومين)) .. أعمل لاايك عشان الكومنت يطلع فوووق لوووو سمحت!!
 بلييييز",neutral
"Allaaaaaaaaaaaaah 😍😍😍 
ماجد المهندس إمبراطور في الذوق و الإحساس العالي 😍😍😍😍😍❤❤❤",positive
"مش لاقية كلام اقوله غير bravooooooo 
و المزيكا مش طبيعية 😍😍😍😍😍",positive
انا اسف ليك يا تامر بس ده هيبقى اول dislike تاخده مني !,negative
Subscribe هنا ياجدعان بعد ازنكوا هنزل كل مسلسلات رمضان 2020 وشكراااا,neutral
فكرة اللمبي مسروقة من شخصية Jerry lewiss  اكتبو علي يوتيوب الاسم ده يطلع لكم افلامه,negative
ياجماعة  مسلسلات رمضان علي الأسطورة TV,neutral
ايه ال eggs دا 😂,negative
"بسم الله ما شاء الله ربنا يزيدك

بس مش عايز تحط وسط عربياتك واحده GTR nismo",positive
كل معجبين حمادة هلال like,neutral
"3 streaming services!!
 طب انا كدة استفدت ايه...ما كان ممكن تخلوهم واحدة بس مع خدمات تانية
+ شاهد و watch it بضان",negative
"شيء لا إرادي اضعف وانت قصادي♥️
الهضبة عامل عظمة💙 Loza",positive
"منى الشاذلى بجد u r soooooo fake 
ممكن تعملى معروف فينا وتعتزلى",negative
"حتى الترجمة غلط ...الدقيقة 10:36 ....محمد لطفى قالهم "" you dont need to do this"" ....راحوا مترجمينها ""انتم لا يمكمنكم فعل ذلك""",negative
المسلسل هيكون في قنوات المصرية ولا هيكون Netflix,neutral
"برجاء الاشتراك لمساعدتي في الحصول على اكبر عدد ممكن من المشتركين في القناه ..
للي ميعرفش حاجه عني: انا مادا عبدالحميد أول مصري يشترك في مسابقات Tough Enough للمنافسه على عقد لمدة سنه مع اتحاد الWWE ..",neutral
الي سمعها ف 2020 يدوس like,neutral
بس اريد اعرف الي مسوين un like انتو كل عقلكم يعني هههههه هذا الصوت والاحساس مايعجبكم,negative
"كانوا بيجيبوا rbg كلها منين
ربنا ينتقم منهم الكلاب",negative
صراحه اغنيه مسخره مش حلوه بالمره لا كلمات و لا موسيقى و ذكرتني بفيلم ياباني كوميدي kung fu hustle,negative
"ممكن تشجعوني و تشتركوا بقناتي . please 
📢📢📢📢😊😊😊😔😔😔",neutral
مبروك ال 20 مليون views .. عقبال ال 100 😍😍😍❤❤❤❤,positive
طب الverified page  الي في الfacebook حقيقية ولا fake,neutral
"نجم الساحة المصرية والعربية يا شكوش يا أجمد مغني في الوطن العربي 
تحياتي: Mazen من غزة شخصياً.........✌️
للنجومية العالمية بإذن المولى.🙋😉",positive
ممكن حد يديني رابط مسلسل المواطن x .,neutral
مين الي مستني زيي توصل 200 مليون views,neutral
"AMR DIAB فخامة الاسم تكفي 
اسمه كمان ليه هيبة وكريزما",positive
في عيال احبة  اللي عملين dislike,negative
"رامز جلال 
ur not good ur sick 
انت خطير على المجتمع 🌚🌚🌚💟💟💟",negative
Wow  تحيه من الملكه العربيه السعوديه 💔💔,positive
From algeria كل الحب للأشقاء المصريين,positive
لمادا لم يعرض برنامج رامز  على قناة MBC masr,neutral
"الملخص في اخر جملتين
"" كنت معاك يوم ولادتك ...عايزك جنبي يوم ما اموت ""
i'm afraid of dying lonely now T-T",neutral
"طول عمرك واخد اللقب ب نمبر وان وجيش محمد رمضان وراك
نستقبل ترند اول من محمد رمضان
هنا في عظمهM. R 1",positive
لو كنت هبقي حصان كنت هبقي Black Horse,neutral
احلى اغانى مع ابو و يسرا ومريم احلى ابطال فى العالم i love you mariam  thankyou😂😂😂😂💋💋,positive
تاني احله موفجاه 😍❤️ احله اعلان  مبرووك و شكران  اي we ❤️😍,positive
Very very beautiful 😍😍😍 بحبك كثيييييييير مي ❤❤❤❤,positive
"ترشيح Oscar لأفجر مقدمة
خد بقى مني المسابقة دي على قناتك يا عم محمود جواجز الأوسكار على القناة أفضل أفضل مراجعة - أفضل تريلر ريأكشن  مراجعة - أفضل حرق - أفضل فلوج أو حلقة أسئلة لو هتعمل - و أفضل مقدمة",positive
91 بني ادم براس كلب عامل dislike,negative
"أنا فلسطيني اتابعك من حوالي 4 سنين
الفيلم رائع و ممتع و مزبوط و متفصل بالمللي..
و كالعادة أفضل critic عربي..
شوالي السينما الأستاذ محمود مهدي.. أتمنى أشوفلك برنامج رسمي على قناة تلفزيونية قريبا",positive
"سبحان الله في 3اسابيع  view 
54 millionدي لو رجعت مثلت هتغطي علي كل الممثلين💜💞",positive
ربنا يخليكي ليا ي قلبي farha,positive
Tooooooop برافو,positive
بموت في الأغنية دي😘😘😘😘😍😍🤓🤓😻😻😻👍👍👍👍👍👍👍👍👍🤘🤘🤘🤘💕💕💕💕💕🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬 ilove,positive
انا بحبك يا شوشو  ILOVE HMDI,positive
ممكن حضرتك تنزل مراجعه فيلم Black Widow,neutral
الجزء الثاني  في تطبيق الاسطورة tv,neutral
Yesyesyesyesyesyesyes أنت رائع #mtvhottest #trending,positive
iLove you 💓 💗 😘 💛 💖 ♥ رامزجلال,positive
Number 1 ف رمضان ان شاء الله❤,positive
قال ايه ، قال انا و بنتي!!!! بلا خيبة. There will be blood,negative
اول حتة في الحن مسروقة من اغنية جاستن بيبر  love you self,negative
احلى قناة هي  alnahardrama,positive
احبابي العرب وصلنا 101m     Love you arab,positive
اعلان جميل جدا كالعادة من  vodafone,positive
I love اياد نصار😍😍😍😍,positive
كل سنه و MY MATHER بخير,positive
يا ام احمد انت عرفه pisty,neutral
"الله الله عالمصريين الله الله ، حقيقي عمّار يَ مصر 💙💙Egypt , KSA",positive
Worst song of the decade كفاية يا رمضان,negative
Black Widow بقا يا نجم,neutral
روعة هذه الأغنية . I really like it,positive
هو غير اسمه من Brad Pitt ل Brad Brayt و الثانية بتقول Brad bit 🤦🏽‍♀️,negative
اول مرة اعمل dislike 🙂,negative
احسن remarketing لهانى رمزى,positive
"تامر حسنى عمل اعلان ل فودافون 
و ل موبينيل 
ول  w 
باقى اتصالات",neutral
تابعا Number 1 دايما وعايزين تاني,positive
My name is mohammad محمد Baghdad lraq ☺ 😊 محمد بغداد العراق,neutral
"it hurts sooooooooooo much
اسوء كلمة في الوجود (معلش) على اساس ان الاخ داس على رجلها ده لازم يتعلق في مكان عام",negative
ممكن مراجعه على papillon 2018,neutral
"أنا طالب طب القصر العيني جامعة القاهرة.. باعمل (ڤلوقات) وفيديوهات طبية وتعليمية وباعزف بيانو وكدة

عندي ٨٠ subscribers لحد دلوقتي

أستأذنكوا دقيقة من وقتكوا تبصوا عالقناة بتاعتي وتشتركوا لو عجبتكوا عشان أوصل ١٠٠ مشترك ويبقى عندي لينك مميز للقناة (يوتيوب تسمح بالخاصية دي للي عنده ١٠٠ مشترك فما فوق)",neutral
مراجعة لفيلم A star is born لو سمحت,neutral
كل اسبوع اخش اشوف الاغنيه جابت كام view واطلع في سلام,neutral
الناس اللي عاملة unlike بسمعو وبشوفو متلنا عادي !!,negative
"Bravo Abu ft yousra 😘😘
تحياتي من الجزائر 😇😇",positive
انا ازاي  راجل وبعيط    don.t cry  hema   you. re strong,neutral
ال930 واحد اللي عاملين dislike دول عاقين 😊,negative
انا مش مستنى والله شكر ولكن هذا شرف لى thanxxx,positive
ما هذه الطريقة over في الكلام!!!!!,negative
اكيد جايين من MAX HD,neutral
الله عليك يا كينك MR #1 رووووووووعة 😍😍😍😍😍😍,positive
ابو عسل i love you,positive
ثلاث دقات وبس love you,positive
مش فاهم انا الناس العمله dis like هى الاغنية مش عجباك فى ايه,neutral
فيه 1600 حمار عاملين dislike,negative
1:51 طبعا محدش خد باله من علامه BTS  الي في لبسه 🙂🤓,neutral
علي فكرة البنت Over,negative
"الي يشوف""""""(  Mohamed ramadan) افضل يوتيوبر 2020
""💗""
""🔔""
محتاج فقط 100 مشتركين فدوه",neutral
"اتمنى اللى يشوف تعليقي يشرفني باشتراك 
Subscribe to my channel, friends, thanks everyone",neutral
IT'S Soo cool أنا بحب المسلسل 😂😂😂😂,positive
يشبه nagarjuna,neutral
"#منى_الشادلي اشترت دماغها وباعت ضميرها
تركت المواضع العميقة وتخصصت في light هيافة",negative
انا عندي كرت شاشه hd متركب في كيسه الكمبيوتر ومعايا وصله hd ورسيفر hd اوصله ازاى,neutral
Kylie Jenner العربية 😂,neutral
فناة ON,neutral
لو انت بتحاول تعمل brand لنفسك فانت مش فاهم ال target audience بتوعك .. و لو انت مصدق اللى بتعمله فكر فى زيارة طبيب نفسى فى اقرب وقت لأن المرض النفسى مش عيب و ممكن التعامل و التعايش معاه,neutral
ليه ما علمت مراجعه لي فيلم Nobody,neutral
"الحوار كله ""فاهمه قصدي"" 
6 times",neutral
انا مستغرب ليش لمن واحد ينشر الصلاة على الحبيب يعملوا dont like عالم غريبة,negative
يا جماعه فى هنا حد ارمى bts,neutral
اللى عامل color grading وتلوين للفيديو أستاااااااااذ . تحياتي لفريق العمل,positive
I love it so much and I need you  watch it 😍!!!     دا اجمل مسلسل,positive
I know only   ثلاث دقات meaning. 😆  but I am sure that I like this song. From Vietnam,positive
"مسروقة من Bum Bum Tam Tam
مفيش اي ابداع",negative
عايزين مراجعه fast and furious يا احمد,neutral
"جميل جدا 
Plz give me your opinion in that
https://youtube.com/channel/UCuhupl8g2J4kCOVfKhVZ4pA",positive
Tamer morsy سينيرجي,neutral
Wowwwwwwwwwww دي احلى اغنية في العالم العربي,positive
الناس اللي عاملين dislike عندهم حاله داون 😆,negative
اتمنى من شركة WE تكلمنى عاوز اتواصل معاكم عشان عاوز اكلمكم فى حاجة ياريت كومنتى مش يضيع وسط الالفين كومنت الفوقى وانا بحبكم جدا كشركة وعاوز اتواصل معاكم فى حاجة عاوز اقولهالكم ممكن تعجبكم وحتكون فى مصلحتكم ومصلحتنا باذن الله ياريت اي رابط عشان نتواصل مع بعض,positive
فين فيلم pig ?,neutral
Worst ever أسوأ شئ,negative
الموديل اللي بيمثل لازم تكون ابعاد وجه و راسه قريبه جدا من عمرو دياب علشان برنامج ال deepfake يعرف يدرسها و ينفذها بطريقة تصدق .. الجمهور مش غبي و التنفيذ مدخلش على الناس و في كتير قالوا حاسين ان في حاجه غلط و دا اكبر دليل على عدم التوفيق في تنفيذ الفكرة .. غريب ان شركة بيبسي ترتكب أخطاء هواه في الترويج,negative
VODAPHONE …. احلى كليبات مع عمر في الغردقة مع غيتارا…. التصوير و الالوان ممتازين 💜💜💜,positive
الفلبن BTS غنوها وانتم شفتو المقطع وجيتو هنا الله يأخذهم الفلبن يحطون مكياج زي الحريم ويمشون ويرقصون ويتدلعون الله يلعنهم,negative
"أفضل إعلان السيزون دة وبجد إختيار We... مميزة جدآ بدايته من حبيب قلبي تامر حسني أبو الرجولة مرورآ بالنيل والتصوير المبدع الجميل..... شكرآ We شكرآ تامر حسني وطبعآ تحية خاصة لكل من ساهم في نجاح العمل.......
كتابة كلمات واللحن العبقري والتوزيع الموسيقي والإخراج شابووووووو ليكم جميعآ",positive
"بروس لي من مصر ولله ⁦❤️⁩1:11 round 1 fight 
Round 2 fight 2:50",positive
Wow تحفه تحفه,positive
اشتركو فى قناة Mbc maser سيتم تنزيل مسلسل نسر الصعيد و كلبش ومسلاسلات كتير,neutral
اخخ cringe 😂😂,negative
اعلان positive energy 😍we love you Shery,positive
الأغنية تذكرني بget lucky فمن يسمعها للوهلة الأولى يظنها قديمة من الزمن الجميل زمن التسعينات ولذلك حققت هذا الكم الهائل من المشاهدات والنجاح والناس بصراحة أصبحت بتحن لتوزيع المقسوم والالحان الجميلة ...تحياتي اخوكم من تونس يعشق مصر,positive
إللى بيحب الشاى يحط like e😂😂😂😂😂😂😂😂,neutral
المصرين شوهو سمعتنا بجد so bad I hit this ومش بس في بلادنا لا في العالم والأغاني بقت في أمريكا وكل بيتريق علينا,negative
المشاهدات fake,negative
Typical يوسف الشريف الغاز مطاردات و بعدين؟,negative
"هو الڤديو مش راضي يشتغل هو الفون !
بسبب ال Copyright وكده بيقول 
في حد حصل معاه كده !😲🙉💔✊",neutral
"انا مش مصدق ان ده مسلسل مصري ...
اكثر من رائع وقصة ممتازة حتى وان كان فيها شبه من افلام اجنبيه مثل  Oblivion وغيرها
بس السيناريو والحوار ممتاز  محستش بالملل ابدا وانا بتفرج وكل حلقة فيها اثارة وتشويق 
مليييوووووون تحية لكل من شارك في المسلسل ...",positive
معقوله أمهات الوطن العربي كلهم copy and paste!! 😂,neutral
"بالظبط انا حسيت ف كذا شوت مود mission impossible خصوصا الجزء الاخير من الفيلم شكل الصراع الاخير بينهم وزوايا التصوير ل الابراج والحفله والفندق 
الفيلم حلو وعجبني ومستنيه سلسله افضل اعتقد انه عمل تنويه ف اخر الفيلم أنه لسه فيه جاي",positive
شيريهان حبيبتي الحمد لله على سلامتك   ilove yoooouuuuu,positive
لص قذر. عليك أن تحترم شروط العقد مع lamjarred للأغنية.تم حذف الأغنية من اليوتيوب بعد شكوى من سعد,negative
هما اللي عاملين dislike دول بشر!! ولا زومبيززز😈😂😂😂,negative
محمد سامي يا over,negative
"توبوا الى الله لأن بالصلاح تحيا النفوس 
Repent to Allah in Islam because by Islam live the souls and hearts",neutral
لاول مرة اعملك dislike علي فيديو ... كنت بحترمك جدا بس واضح فعلا ان جنون العظمة عمالك عينيك والغرور لحس دماغك انا مش بحبطك بس فعلا حاول ترجع زي ماكنت اول ما بدات علشان ماتخسرش جمهورك زي ناس كتير قبلك,negative
"اشعار يهز القلب حرفيا بدون 
LOVE YOU SO MUCH yousra 💛🔪",positive
"انا لى لما اجى ادخل ع My orange بيقولى الرمز 
طيب انت كنت بدخل عليه ع طول ليه بيعمل معايا كده كل شويه 
حد يرد عليا اعمل اى",neutral
Wowwwwww ماشاءالله انسانه َواعيه ومحترمه,positive
Omg كميه تافه في اغانيه 😂😂😂😂💩💩,negative
"تامر عاشور عليه واحده""غيابك طااااااااااااااااال""تضيع مجهود ٣ سنين move on ف ٣ ثواني والله🙂🤦💔😂",positive
هما السبعتاشر الف اللي عاملين dislike دول مش عاجبهم ايه؟,neutral
هذا عندو عقد مع اتباع الشيطان كالمغني soolking في الجزائر,negative
"بحبك اوي اوي اوي اوي اوي ❤️ وبجد انتي زي القمر وبتضامني مع فلسطين وبحبك من زماان واللهي ومستنيه لفلم المحكمه عشانك ياقمر 😍😍
ILove you Mayan ❤️",positive
Nairobi البنت ف ال thumbnail,neutral
"حمله لتوصيل ابو الى 300 Million  
شير ياجماعه يستاهل",positive
"فديو جديد شرح كامل اية هوا اDos Attack واية هوا DDos Attack والفرق بينهم وازاى بيتم الهجوم 2021:
https://www.youtube.com/watch?v=RL2-UuvXnlY",neutral
انا عدت حته صافي بتاع انا ال blush دي خمس مرات جامد اوي 😂😂😂😂😂😂😂😂,positive
والله انت Mix Man,neutral
"تامر حسنى غير كل (الناس) صوته مليان احساس واخترناه هو (الاساس) كلامه طالع من قلب (حساس) الدنيا حبته بكل (الحواس) هو ملك الجيل صاحب الصوت (الاصيل) ما فى غيرو (بديل) بيقولو أن القمر جميل لاكن جماله ماله (مثيل) عشقه والعشق عليه (قليل) وأنا أحب غيرة ده مستحيل ♥ ♥ ♥
Yassin Shahin",positive
"العرب يحبو يحطمو بعضهم 
كل التعليقات يدعمو Gims رغم انو مش سامع فيهم ابدا 
وجايين ضد محمد رمضان لهو من اصلهم 
تفووووو عشان هيك بقو العرب آخرة مرتبة  في العالم",negative
مين الي جا على مود Big,neutral
Number one الحقيقي 😉😎,positive
مين ال بيحب  اغنية FRESH دي أحلي أعلانات في دنيا ❤❤❤❤,positive
امير كرارة assassin creed fan يرجالة,neutral
اغنية  جملة  Tooooooooooooop,positive
حتى هيفا لما تتكلم تعملها اغنيه ونحبها💓💓 icon,positive
بصراحة class يعطيك الصحة انس,positive
نمبر one في المعلمة,positive
i love you مصر ❤❤❤❤,positive
لو سمحتو اشتركوا في قناتي إسمها tala tv عندي اربع وعشرين مشترك اشتركوا لو سمحتو عشان اسوي مقلب اني كسرت التلفزيون بأهلي ازا وصلتوا تلتين مشترك,neutral
شابوه لل content creator والصحبة الجميلة <3,positive
احساسي انه فيلم جامد  Good luck,positive
شاعر ومغني راب اشتركو فقناتي وفعلو زر الجرس لان في مفاجأة هتنزل عالقناة قريبا أغنية راب مع الفنان العالمي تامر حسني♥️♥️  soon 😉💪,positive
"وحشتينى ماجد المهندس - جديد 2018 | Majid Al Mohandis wahshteny 2018
https://www.youtube.com/watch?v=kKCF5ioDXOk",neutral
"Ramadan kaream  i LOVE egyption so mush  .... 2021 ♥️♥️♥️♥️❤️❤️
رمضان كريم أنا أحب مصر كتير... 2021 ♥️♥️♥️❤️💗",positive
نفسي  الكبير part 6 ينزل,neutral
انا مش مصدق ان فيلم بال quality دي معمول في مصر وبأيد مصريين انتوا اتقدمتوا كتير عن زمان,positive
حلو الاعلان حاسه كاني بتابع و بسمع اغاني Disney,positive
"ahmed dardar
قبل ثانية واحدة
صلى على سيدنا محمد",neutral
"We ⁦💜💜💜
 فخوره اني بشتغل فيها 💜⁦🖐️⁩
الاعلان تحفه 👏👏",positive
اللي عمل dis like يجي جنبي هنا🤮,negative
"بيومي فؤاد 
Anywhere anytime 
ماهو السر...  غير انو نجم",positive
"معلش سؤال انت منزل الاغانى ديه كلها ازاى على قناتك الخاصه 
انا بسأل علشان لو الفيديو عندى فى دقيقه من موسيقى مغنى معروف بينزل عليه copyright dispute - ممكن تشرحلى",neutral
دا حسابي للفايسبوك اعملولي عليه متابعة فيه وبارك الله فيكم Nina zina ( Nina douce),neutral
"اجمل ثلاث دقات ابوو يسرا Good Night 💤🌙
😊 Sweet Dream
🌠🌠🌠🌠🌠🌠🌠",positive
Number One وأول واحد يشوف الأعلااان❤️❤️❤️💙💙💙,positive
"وحشتينا يا مي من شوقي ليكي دلوقتي بتفرج على كل مقبلاتك القديمة عشان مافيش جديد عليكي بإستثناء مسلسل خيط حرير الجميل و المفرح اني اشوفك يا احلى و اهضم ممثلة 
Made in morocco 🇲🇦 here",positive
يسرا محلها تجنن على قد ما كبرت زادت احلوت love love love you,positive
"عايزين رقم قياسي عالمي في ال Disslike 
هنا لو سمحتم !!! 🤦🤔😂",negative
"Always u are the BEST VODAFONE
بجد جميل جداا .. أستمروا للافضل :)",positive
بما ان الاكل يحب اللمة عشان كدا فكرة ممكن تكون جيدة في كل فرع من ماك يكون في مصور فوتوغرافي يصور اللمة والصورة تكون على سوشيال ميديا لماك واكتر صورة تجيب likes يكون ليه جايزة من ماك او اورانج,neutral
الحين عدد المشتركين 1.99 million بس يسيروا ثنين مليون حد يزكرني,neutral
تعالو اضمو لقناتي sahar elsayed entertainment,neutral
واحد حاطط dislike قبل العرض مش عارف أقول ايه الصراحة😂,negative
"سأعود يوماً الى هذا التعليق لكن عندها سأكون سعيداً💔👉🚶
I will come back to this comment someday but then I will be happy 💔👉🚶",neutral
حتئ الصين غنيوه مثل نحنوا غنينا ديسباستو .والله الاغنيه روعه cool,positive
عايزين حلقه عن the walking dead  بلييييييز😂👍🏻,neutral
انا اشتركت في القناه بتاعت we على اليوتيوب علشان الاعلان ده بس 😘☺️,positive
ادخلو قناتي فيديوهات تعجبكم view my channel please find a video of my channel,neutral
بوسي حبيبتي كل سنة وانتي سالمة وسعيدة 😘😘وفيديوهاتك اجمل واروع انا صدك حبتج ودخلتي كلبي اتمنى تلخصي فلم thrunig ترى  مرمرتي كلبي 😭😭وكل عام وانتي بالف خير وصحه وسلامه,positive
هي الناس اللي عامله dislike دول بشر عاديين,negative
Number 1 الحقيقي,positive
تكرار غير طبيعي في السنوات الأخيرة من لحن و كلمات و حتي تصوير الكليب،نفس الرتم بتاع الأغاني gibsy المتبع من فترة طويلة في معظم أغانيه و مؤخرا في أغانيه التابعه للحملات الاعلانيه,negative
هي الناس اللي عاملة dislike دي عيانة!!! 🧸🤨,negative
مفيش كلام يوصف احساس شيرين .........U R LEGEND,positive
احسن اعلان شفته من شركة Orange Egypt,positive
انتوا تكذبوا واحنا ن unsubscribe مفيش مشكلة 👎🏻👎🏻👎🏻👎🏻👎🏻,negative
"عز ، كارمن بصيبص ، فهمي ، خاطر 
🔥🔥
I'm waiting ⁦🧡🧡",positive
"بهاء سلطان..اشتقنا لك 💕
و العسيلي احبك من ايام الدنيا ما ماجنونة 
دويتي مجنون
Love it 💕",positive
شرح مناهج ال science,neutral
برنامج snl بالعربىك,neutral
ليش سارقين كليب ليدي غاغا Shallow 🤣🤣🤣,negative
الناس العاملة dis like دول متوحدين,negative
"مبدع , انت كلك طاقه ايجابيه, تشع POWER",positive
هاد المشهد و مشهد المقابلة التلفزيونية trending in algeria 💕,positive
Infectious mononucleosis ده بالنسبة للدكاترة و عايزة تفك اللغز :),neutral
باشا walking dead  لو سمحت,neutral
قناتي لتعليم المكياج بخطوات بسيطه 💄👰🏻💅🏻ادعموني ب  subscribe  🙏🏻بليز 🙏🏻,neutral
Love دنيا اناهدير بحب تماسيلك,positive
"الموسيقى أكثر من عادية... نفس الشيء في أغانيكم... كأني بسمع أغنية لعمر دياب... ما في شغل على الموسيقى..
The music is an egyptian copy past ... Don't imitate innovate...",negative
الي شايف انه بيقلد ال Peaky blinders يدوس لايك 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,neutral
"India lovers 
لايك وسبسكريب انتظروا كل جديد 😘 💝",neutral
الناس إللى عاملين dislike ناس تعبانه,negative
"https://youtu.be/pDDEcyzkPc8
طريقة عزف اغنيه هافانا.. How to play havana",neutral
احلا اعلان ف رمضان دايما اورانج The best,positive
ممثل عظيم ويستاهل كل خيررر Love you Amer 😍💜,positive
الاعلان ده مستخدمين فيه خاصيه ال deep fake بس المشكله ان اجسام الشخصيات اللي قايمه بدور عمرو دياب رفيعه جدا عن جسم عمرو دياب الحقيقي وكمان الشكل النهائي للrender مش مخدوم كما يجب.,negative
Sting دا مصارع,neutral
بصراحة شبكة telecom افصل وانقي شبكة محمول,positive
"اغنية تامر 10M view 150K like
الي هو ازاي بقي انا عاوز حضرتك تكنعني🤔🤔
بس الاغنيه تحفه يفنن و تطلع ترند💙💪",positive
I want 1000 مشترك ياريت توصلني ألف مشترك,neutral
"مااجمل الحب يا عيني
Love yoo",positive
الحياة ككل 3 دقات... لله... للوطن... للأهل ومن قلب ينبض بالصفاء. Subscribe,neutral
اكترررر ممثلة بحبها جدا. Ilove you ❤️❤️,positive
هو مين الي مع امينه خليل  في الايف؟؟ @Vodafone  Egypt,neutral
"التوزيع ممتاااااااااااز جدا و رائع
ال bass guitar معلم 
الاغنية جميلة جدا",positive
fantastic  رواعههههه,positive
"113 .million  views 😍😍😍
 ولسه ......مكملين 
من نجاح لنجاح.😄😄",positive
معلش انا عارفه إن مسلسل لحم غزاال ملهوش دعوه بس انا ممكن سؤال انا عايزه اعرف مسلسل اللعبه الجزء الثاني  اول حلقه عتيجي إمته معلش place من فضلك لو سمحت sorry اسف عايزه اعرف ديه بس بحبهااااااااا❤❤❤❤❤❤❤❤,positive
"ممكن حد يقولي ماركة النظارات السودا ايه
If anyone knows the black  sunglasses brand please",neutral
"جاااامد 😂😂
الafter lines بتاعة صافي بتبقي اجمد من اللاين نفسه 😂😂😂😂",positive
"الله يفرج همك ويرفع عنك ما انت فيه ويسعدك فى دنياك واخرتك 
لايك واشترك فى قناتى (بطولات iv )",neutral
‏عمري ما كتبت في ال YouTube بس عشان شريهان توب التوب التوب جميله مصر والوطن العربي,positive
اللحن مسروق من اغنية sean paul,negative
شريف منير شبه ريك في مسلسل the wealking dead,neutral
احلي ديسلايك يا اتصالات Etisalat Egypt  عشان انتوا جايبين كائن سمج لا شكل ولا منظر بني آدم مستفز حتي الأشكال دي تطلع في اعلانات إعلان فاشل عنبه,negative
very nice song من الجزائر,positive
انت انسان متكبر ومش محترم وكل الناس تحط unlike,negative
100 الف dislike ويقولك نمبر وان 😂😂,negative
"يا جيمس يا خويا ما جت شي هالغناية 
sorry big floooooooop 🤮🤮🤮🤮",negative
انا حبيت العبه اكتر بعد ما انتا جيت انتا number 1 فري فاير,positive
I love this song so much because it reminds me my aunt who passed away a few months ago... ❤❤ She was as smooth as this song 💕 الله يرحمها,positive
انا الcardبتاعي مش etsalatبس حطيت لايك عشان عنبة not more😄😄,positive
احسن مسلسل فى الدنيا I love you,positive
الناس اللي عامله unlike دي طبيعية  ؟؟؟؟,negative
علفكره الراجل الي بيغني ده غني في SNL بالعربي❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,positive
Wow احسن يستهل,positive
"Master Scene , برافووووو رمضان",positive
انا بعشق snl بلعربي ❤❤💙💚💛🧡🧡🖤🤍🤎❤,positive
هما ال 12 الف اللي عاملين dislike دوول عندهم ف دماغهم اخرام و لا دوول اللي بيعبدوا محمد رمضان!!!!,negative
الأغنية ده make me happy . ♡ love iiit,positive
